INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
22774	Biªn D¸ Phª Sài	2277	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1846	1377	668	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
22775	Biªn D¸ Phª Sài	2277	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1913	1428	693	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
22776	Biªn D¸ Phª Sài	2277	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1981	1478	717	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
22777	Biªn D¸ Phª Sài	2277	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2048	1529	742	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
22779	Phª Sài Bäo Bäo	2277	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1575	1176	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
22780	Phª Sài trß·ng thành	2278	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22781	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22782	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22783	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1816	1355	658	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22784	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1877	1401	680	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22785	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1938	1446	702	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22786	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1492	724	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22787	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2061	1538	746	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22788	Biªn D¸ Phª Sài	2278	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2122	1584	768	1384	1076	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22789	Phª Sài Bäo Bäo	2278	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1632	1218	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
22790	Linh Th¯ Thú trß·ng thành	2279	5	9	0	0	100	10	700	300000	-1	-1	734	900000	702	250000	712	100000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	100	200	100	100	1	22790
22791	Biªn D¸ Linh Th¯ Thú	2279	5	9	1	0	100	10	700	300000	-1	-1	734	900000	702	250000	712	100000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	830	1499	862	1078	846	930	972	1099	1269	500	100	200	100	100	1	22790
22792	Biªn D¸ Linh Th¯ Thú	2279	5	9	1	0	100	10	700	300000	-1	-1	734	900000	702	250000	712	100000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	938	1694	975	1219	846	930	972	1099	1269	500	100	200	100	100	1	22790
22799	Linh Th¯ Thú Bäo Bäo	2279	5	9	0	1	100	10	700	300000	-1	-1	734	900000	702	250000	712	100000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	100	200	100	100	1	22790
22800	Linh Th¯ Thú trß·ng thành	2280	45	9	0	0	100	10	700	350000	-1	-1	734	900000	702	300000	712	150000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	100	200	100	100	1	22800
22801	Biªn D¸ Linh Th¯ Thú	2280	45	9	1	0	100	10	700	350000	-1	-1	734	900000	702	300000	712	150000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	829	1496	861	1076	948	1042	1090	1232	1422	500	100	200	100	100	1	22800
22802	Biªn D¸ Linh Th¯ Thú	2280	45	9	1	0	100	10	700	350000	-1	-1	734	900000	702	300000	712	150000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	904	1632	939	1174	948	1042	1090	1232	1422	500	100	200	100	100	1	22800
22803	Biªn D¸ Linh Th¯ Thú	2280	45	9	1	0	100	10	700	350000	-1	-1	734	900000	702	300000	712	150000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	979	1769	1018	1272	948	1042	1090	1232	1422	500	100	200	100	100	1	22800
22809	Linh Th¯ Thú Bäo Bäo	2280	45	9	0	1	100	10	700	350000	-1	-1	734	900000	702	300000	712	150000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	100	200	100	100	1	22800
22810	Linh Th¯ Thú trß·ng thành	2281	55	9	0	0	100	10	700	400000	-1	-1	734	900000	702	350000	712	200000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	1	22810
22811	Biªn D¸ Linh Th¯ Thú	2281	55	9	1	0	100	10	700	400000	-1	-1	734	900000	702	350000	712	200000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	844	1524	877	1096	1051	1156	1208	1366	1576	500	100	200	100	100	1	22810
22812	Biªn D¸ Linh Th¯ Thú	2281	55	9	1	0	100	10	700	400000	-1	-1	734	900000	702	350000	712	200000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	903	1630	938	1173	1051	1156	1208	1366	1576	500	100	200	100	100	1	22810
22813	Biªn D¸ Linh Th¯ Thú	2281	55	9	1	0	100	10	700	400000	-1	-1	734	900000	702	350000	712	200000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	962	1736	999	1249	1051	1156	1208	1366	1576	500	100	200	100	100	1	22810
22814	Biªn D¸ Linh Th¯ Thú	2281	55	9	1	0	100	10	700	400000	-1	-1	734	900000	702	350000	712	200000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	1021	1843	1060	1326	1051	1156	1208	1366	1576	500	100	200	100	100	1	22810
22819	Linh Th¯ Thú Bäo Bäo	2281	55	9	0	1	100	10	700	400000	-1	-1	734	900000	702	350000	712	200000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	1	22810
22820	Linh Th¯ Thú trß·ng thành	2282	65	9	0	0	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22821	Biªn D¸ Linh Th¯ Thú	2282	65	9	1	0	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	865	1563	899	1124	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22822	Biªn D¸ Linh Th¯ Thú	2282	65	9	1	0	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	915	1651	950	1188	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22823	Biªn D¸ Linh Th¯ Thú	2282	65	9	1	0	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	964	1740	1001	1251	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22824	Biªn D¸ Linh Th¯ Thú	2282	65	9	1	0	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	1013	1828	1052	1315	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22825	Biªn D¸ Linh Th¯ Thú	2282	65	9	1	0	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1062	1917	1103	1379	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22829	Linh Th¯ Thú Bäo Bäo	2282	65	9	0	1	100	10	700	450000	-1	-1	734	900000	702	400000	712	250000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	1	22820
22830	Linh Th¯ Thú trß·ng thành	2283	75	9	0	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22831	Biªn D¸ Linh Th¯ Thú	2283	75	9	1	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	890	1608	925	1157	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22832	Biªn D¸ Linh Th¯ Thú	2283	75	9	1	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	933	1684	969	1212	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22833	Biªn D¸ Linh Th¯ Thú	2283	75	9	1	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	975	1761	1013	1267	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22834	Biªn D¸ Linh Th¯ Thú	2283	75	9	1	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1018	1838	1057	1322	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22835	Biªn D¸ Linh Th¯ Thú	2283	75	9	1	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1060	1914	1102	1377	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22836	Biªn D¸ Linh Th¯ Thú	2283	75	9	1	0	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1103	1991	1146	1432	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22839	Linh Th¯ Thú Bäo Bäo	2283	75	9	0	1	100	10	700	500000	-1	-1	734	900000	702	450000	712	300000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	1	22830
22840	Linh Th¯ Thú trß·ng thành	2284	85	9	0	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22841	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22842	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22843	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	992	1791	1031	1288	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22844	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1030	1859	1070	1337	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22845	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1067	1927	1109	1386	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22846	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	717	1105	1995	1148	1435	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22847	Biªn D¸ Linh Th¯ Thú	2284	85	9	1	0	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1143	2063	1187	1484	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22849	Linh Th¯ Thú Bäo Bäo	2284	85	9	0	1	100	10	700	550000	-1	-1	734	900000	702	500000	712	350000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
22850	Linh Th¯ Thú trß·ng thành	2285	95	9	0	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22851	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22852	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22853	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	1013	1829	1052	1316	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22854	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1047	1891	1088	1360	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22855	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1081	1952	1123	1404	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22856	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1115	2014	1159	1449	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22857	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1150	2076	1194	1493	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22858	Biªn D¸ Linh Th¯ Thú	2285	95	9	1	0	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	200	100	100	1	22850
22859	Linh Th¯ Thú Bäo Bäo	2285	95	9	0	1	100	10	700	600000	-1	-1	734	900000	702	550000	712	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
22860	Chí Tôn Th¥n Thú trß·ng thành	2286	5	9	0	0	1000	10	694	300000	-1	-1	661	900000	722	250000	726	100000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1	22860
22861	Biªn D¸ Chí Tôn Th¥n Thú	2286	5	9	1	0	1000	10	694	300000	-1	-1	661	900000	722	250000	726	100000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1488	1111	539	970	755	846	930	972	1099	1269	100	100	200	100	500	1	22860
22862	Biªn D¸ Chí Tôn Th¥n Thú	2286	5	9	1	0	1000	10	694	300000	-1	-1	661	900000	722	250000	726	100000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1682	1255	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	1	22860
22869	Chí Tôn Th¥n Thú Bäo Bäo	2286	5	9	0	1	1000	10	672	1000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1	22860
22870	Chí Tôn Th¥n Thú trß·ng thành	2287	45	9	0	0	1000	10	694	350000	-1	-1	661	900000	722	300000	726	150000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1	22870
22871	Biªn D¸ Chí Tôn Th¥n Thú	2287	45	9	1	0	1000	10	694	350000	-1	-1	661	900000	722	300000	726	150000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1486	1109	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	1	22870
22872	Biªn D¸ Chí Tôn Th¥n Thú	2287	45	9	1	0	1000	10	694	350000	-1	-1	661	900000	722	300000	726	150000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1621	1210	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	1	22870
22873	Biªn D¸ Chí Tôn Th¥n Thú	2287	45	9	1	0	1000	10	694	350000	-1	-1	661	900000	722	300000	726	150000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1756	1310	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	1	22870
22879	Chí Tôn Th¥n Thú Bäo Bäo	2287	45	9	0	1	1000	10	672	1000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1	22870
22880	Chí Tôn Th¥n Thú trß·ng thành	2288	55	9	0	0	1000	10	694	400000	-1	-1	661	900000	722	350000	726	200000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	22880
22881	Biªn D¸ Chí Tôn Th¥n Thú	2288	55	9	1	0	1000	10	694	400000	-1	-1	661	900000	722	350000	726	200000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	1129	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	1	22880
22882	Biªn D¸ Chí Tôn Th¥n Thú	2288	55	9	1	0	1000	10	694	400000	-1	-1	661	900000	722	350000	726	200000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1618	1208	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	1	22880
22883	Biªn D¸ Chí Tôn Th¥n Thú	2288	55	9	1	0	1000	10	694	400000	-1	-1	661	900000	722	350000	726	200000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1724	1286	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	1	22880
22884	Biªn D¸ Chí Tôn Th¥n Thú	2288	55	9	1	0	1000	10	694	400000	-1	-1	661	900000	722	350000	726	200000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	1	22880
22889	Chí Tôn Th¥n Thú Bäo Bäo	2288	55	9	0	1	1000	10	672	1000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	22880
22890	Chí Tôn Th¥n Thú trß·ng thành	2289	65	9	0	0	1000	10	694	450000	-1	-1	661	900000	722	400000	726	250000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22891	Biªn D¸ Chí Tôn Th¥n Thú	2289	65	9	1	0	1000	10	694	450000	-1	-1	661	900000	722	400000	726	250000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1552	1158	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22892	Biªn D¸ Chí Tôn Th¥n Thú	2289	65	9	1	0	1000	10	694	450000	-1	-1	661	900000	722	400000	726	250000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1639	1223	594	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22893	Biªn D¸ Chí Tôn Th¥n Thú	2289	65	9	1	0	1000	10	694	450000	-1	-1	661	900000	722	400000	726	250000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1727	1289	625	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22894	Biªn D¸ Chí Tôn Th¥n Thú	2289	65	9	1	0	1000	10	694	450000	-1	-1	661	900000	722	400000	726	250000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1815	1355	657	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22895	Biªn D¸ Chí Tôn Th¥n Thú	2289	65	9	1	0	1000	10	694	450000	-1	-1	661	900000	722	400000	726	250000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1903	1420	689	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22899	Chí Tôn Th¥n Thú Bäo Bäo	2289	65	9	0	1	1000	10	672	1000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	22890
22900	Chí Tôn Th¥n Thú trß·ng thành	2290	75	9	0	0	1000	10	694	500000	-1	-1	661	900000	722	450000	726	300000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1520	1135	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1	22900
22901	Biªn D¸ Chí Tôn Th¥n Thú	2290	75	9	1	0	1000	10	694	500000	-1	-1	661	900000	722	450000	726	300000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1596	1191	578	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	1	22900
22902	Biªn D¸ Chí Tôn Th¥n Thú	2290	75	9	1	0	1000	10	694	500000	-1	-1	661	900000	722	450000	726	300000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1672	1248	606	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	1	22900
22903	Biªn D¸ Chí Tôn Th¥n Thú	2290	75	9	1	0	1000	10	694	500000	-1	-1	661	900000	722	450000	726	300000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1748	1305	633	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	1	22900
22904	Biªn D¸ Chí Tôn Th¥n Thú	2290	75	9	1	0	1000	10	694	500000	-1	-1	661	900000	722	450000	726	300000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1824	1362	661	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	1	22900
